ds_cargo;nr_turno;sg_uf;nm_regiao;sg_partido;qt_votos_validos;dt_carga
Deputado Federal;1;MG;SUDESTE;PSDB;314097;2022-10-06 18:40:49
Deputado Federal;1;MG;SUDESTE;PSOL;204915;2022-10-06 18:40:49
Deputado Federal;1;MG;SUDESTE;PSTU;4551;2022-10-06 18:40:49
Deputado Federal;1;MG;SUDESTE;PT;1587693;2022-10-06 18:40:49
Deputado Federal;1;MG;SUDESTE;PTB;125334;2022-10-06 18:40:49
Deputado Federal;1;MG;SUDESTE;PV;160174;2022-10-06 18:40:49
Deputado Federal;1;MG;SUDESTE;REDE;107345;2022-10-06 18:40:49
Deputado Federal;1;MG;SUDESTE;REPUBLICANOS;371939;2022-10-06 18:40:49
Deputado Federal;1;MG;SUDESTE;SOLIDARIEDADE;181577;2022-10-06 18:40:49
Deputado Federal;1;MG;SUDESTE;UNIÃO;669076;2022-10-06 18:40:49
Deputado Federal;1;MG;SUDESTE;UP;4523;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;AGIR;823;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;AVANTE;5683;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;CIDADANIA;536;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;DC;528;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;MDB;77614;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;NOVO;7183;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PC do B;1486;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PDT;12566;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PL;218427;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PODE;63976;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PP;146606;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PROS;2264;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PRTB;22135;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PSB;8599;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PSD;82584;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PSDB;316966;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PSOL;5806;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PT;201961;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PTB;30038;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;PV;1869;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;REDE;1365;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;REPUBLICANOS;75274;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;SOLIDARIEDADE;9219;2022-10-06 18:40:49
Deputado Federal;1;MS;CENTRO-OESTE;UNIÃO;63354;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;AGIR;1508;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;CIDADANIA;15177;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;DC;2711;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;MDB;272659;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;NOVO;4613;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PATRIOTA;10644;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PC do B;3971;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PDT;10708;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PL;377457;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PODE;10386;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PP;4593;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PROS;12520;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PSB;150534;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PSD;134258;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PSDB;31044;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PSOL;19633;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PT;148701;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PTB;101434;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;PV;7194;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;REDE;1161;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;REPUBLICANOS;155513;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;SOLIDARIEDADE;4530;2022-10-06 18:40:49
Deputado Federal;1;MT;CENTRO-OESTE;UNIÃO;249328;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;AGIR;2827;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;AVANTE;5318;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;CIDADANIA;24972;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;MDB;1519004;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PATRIOTA;1497;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PC do B;15832;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PDT;150865;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PL;539998;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PMB;1640;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PODE;69219;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PP;187285;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PROS;1856;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PRTB;6851;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PSB;190408;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PSC;66841;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PSD;350784;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PSDB;175892;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PSOL;149109;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PSTU;1718;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PT;362849;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PTB;206332;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;PV;2529;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;REDE;7354;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;REPUBLICANOS;168456;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;SOLIDARIEDADE;10481;2022-10-06 18:40:49
Deputado Federal;1;PA;NORTE;UNIÃO;301599;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;AGIR;759;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;AVANTE;4901;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;CIDADANIA;1419;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;DC;335;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;MDB;70561;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PATRIOTA;1873;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PC do B;4264;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PCO;170;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PDT;15037;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PL;283272;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PMB;588;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PODE;1580;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PP;327019;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PROS;448;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PRTB;16991;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PSB;235679;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PSC;314599;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PSDB;10133;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PSOL;6237;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PT;188850;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PTB;11102;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;PV;1248;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;REDE;12088;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;REPUBLICANOS;478581;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;SOLIDARIEDADE;13084;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;UNIÃO;186219;2022-10-06 18:40:49
Deputado Federal;1;PB;NORDESTE;UP;3507;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;AGIR;3609;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;AVANTE;225100;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;CIDADANIA;114121;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;DC;3140;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;MDB;259476;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;NOVO;12947;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PATRIOTA;16122;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PC do B;63854;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PCB;3873;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PDT;140384;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PL;636231;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PMB;408;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PMN;10080;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PODE;156384;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PP;681164;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PRTB;51142;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PSB;727527;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PSC;6176;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PSD;6246;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PSDB;27826;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PSOL;115062;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PSTU;1873;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PT;355602;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PTB;5598;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;PV;116478;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;REDE;151812;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;REPUBLICANOS;416059;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;SOLIDARIEDADE;196762;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;UNIÃO;461431;2022-10-06 18:40:49
Deputado Federal;1;PE;NORDESTE;UP;3376;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;AGIR;563;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;CIDADANIA;6076;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;NOVO;8441;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PATRIOTA;3572;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PC do B;849;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PCB;1221;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PCO;92;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PDT;27146;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PL;30902;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PMN;3239;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PODE;12238;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PP;400918;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PSD;426968;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PSDB;1033;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PSOL;6518;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PSTU;561;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PT;663394;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PTB;4467;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;PV;84833;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;REDE;748;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;REPUBLICANOS;102490;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;SOLIDARIEDADE;92683;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;UNIÃO;77581;2022-10-06 18:40:49
Deputado Federal;1;PI;NORDESTE;UP;950;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;AGIR;14141;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;CIDADANIA;89330;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;DC;31099;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;MDB;273684;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;NOVO;68292;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PATRIOTA;9678;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PC do B;8268;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PCB;6280;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PCO;187;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PDT;90644;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PL;593160;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PMB;13324;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PMN;5108;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PODE;429991;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PP;704175;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PROS;214036;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PRTB;2919;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PSB;183490;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PSC;33081;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PSD;1051984;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PSDB;88130;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PSOL;16601;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PSTU;772;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PT;862421;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PTB;47433;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;PV;102663;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;REDE;26240;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;REPUBLICANOS;295297;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;SOLIDARIEDADE;134285;2022-10-06 18:40:49
Deputado Federal;1;PR;SUL;UNIÃO;641875;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;AGIR;53854;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;AVANTE;132568;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;CIDADANIA;87734;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;DC;17465;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;MDB;414506;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;NOVO;81735;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PATRIOTA;91410;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PC do B;125298;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PCB;8196;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PDT;232718;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PL;1717302;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PMB;21964;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PMN;95910;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PODE;267667;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PP;569050;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PROS;243889;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PRTB;36225;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PSB;214135;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PSC;38214;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PSD;689255;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PSDB;79306;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PSOL;697920;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PSTU;2206;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PT;734512;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PTB;177247;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;PV;29750;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;REDE;40411;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;REPUBLICANOS;494330;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;SOLIDARIEDADE;209242;2022-10-06 18:40:49
Deputado Federal;1;RJ;SUDESTE;UNIÃO;967553;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;AVANTE;8916;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;CIDADANIA;4315;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;DC;2094;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;MDB;176527;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PATRIOTA;3588;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PC do B;4889;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PDT;22404;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PL;370465;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PMB;2016;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PMN;2314;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PODE;14042;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PP;153061;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PRTB;1285;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PSB;100539;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PSC;14573;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PSD;26590;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PSDB;51588;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PSOL;3785;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PSTU;823;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PT;293953;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PTB;3892;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;PV;17865;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;REDE;1227;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;REPUBLICANOS;103940;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;SOLIDARIEDADE;169556;2022-10-06 18:40:49
Deputado Federal;1;RN;NORDESTE;UNIÃO;315590;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;AGIR;1520;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;AVANTE;22336;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;MDB;93748;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PATRIOTA;6415;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PC do B;2184;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PDT;9803;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PL;142693;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PMB;349;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PODE;77507;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PP;19239;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PROS;2258;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PSB;35727;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PSC;57845;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PSD;72130;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PSOL;815;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PT;43586;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PTB;14213;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;PV;879;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;REDE;135;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;REPUBLICANOS;68284;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;SOLIDARIEDADE;2313;2022-10-06 18:40:49
Deputado Federal;1;RO;NORTE;UNIÃO;195169;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;CIDADANIA;757;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;DC;694;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;MDB;49286;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PATRIOTA;710;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PC do B;15;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PDT;1272;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PL;27213;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PMB;1579;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PMN;3192;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PODE;16201;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PP;25389;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PROS;4561;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PRTB;712;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PSC;570;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PSD;29968;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PSDB;129;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PSOL;695;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PT;2513;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PTB;1290;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;PV;564;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;REDE;13046;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;REPUBLICANOS;68229;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;SOLIDARIEDADE;1089;2022-10-06 18:40:49
Deputado Federal;1;RR;NORTE;UNIÃO;41831;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;AGIR;425;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;AVANTE;39776;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;CIDADANIA;128451;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;DC;1187;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;MDB;586325;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;NOVO;301966;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PATRIOTA;28516;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PC do B;109274;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PCB;3661;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PDT;321317;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PL;680192;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PODE;318850;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PP;522295;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PROS;1264;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PRTB;2656;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PSB;193200;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PSC;29346;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PSD;295357;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PSDB;352544;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PSOL;295262;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PSTU;1842;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PT;1040725;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PTB;89766;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;PV;18129;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;REDE;7918;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;REPUBLICANOS;549530;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;SOLIDARIEDADE;12595;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;UNIÃO;215367;2022-10-06 18:40:49
Deputado Federal;1;RS;SUL;UP;2086;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;AVANTE;12509;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;CIDADANIA;135368;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;DC;1490;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;MDB;415237;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;NOVO;243668;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PATRIOTA;71669;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PC do B;39868;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PDT;31296;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PL;962053;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PODE;185454;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PP;209318;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PROS;4679;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PRTB;2503;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PSB;63485;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PSC;35820;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PSD;391429;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PSDB;138407;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PSOL;60893;2022-10-06 18:40:49
