ds_cargo;nr_turno;sg_uf;nm_regiao;sg_partido;qt_votos_validos;dt_carga
Deputado Federal;1;SC;SUL;PSTU;1072;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PT;480911;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PTB;62709;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;PV;3654;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;REDE;1927;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;REPUBLICANOS;120494;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;SOLIDARIEDADE;10955;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;UNIÃO;279432;2022-10-06 18:40:49
Deputado Federal;1;SC;SUL;UP;3548;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;CIDADANIA;14096;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;DC;3562;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;MDB;4292;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PATRIOTA;4165;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PC do B;985;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PDT;57467;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PL;143585;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PMN;4319;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PODE;6062;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PP;136000;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PROS;1732;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PSB;17263;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PSD;199933;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PSDB;7852;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PSOL;24273;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PT;85372;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PTB;3873;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;PV;2880;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;REDE;207;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;REPUBLICANOS;163758;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;SOLIDARIEDADE;1986;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;UNIÃO;239275;2022-10-06 18:40:49
Deputado Federal;1;SE;NORDESTE;UP;2156;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;AGIR;33343;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;AVANTE;241814;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;CIDADANIA;438574;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;DC;5269;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;MDB;1533541;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;NOVO;361268;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PATRIOTA;228947;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PC do B;145727;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PCB;15510;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PCO;4187;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PDT;285820;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PL;5343667;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PMB;18698;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PMN;15463;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PODE;892443;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PP;1174646;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PROS;58895;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PRTB;48843;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PSB;732045;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PSC;293192;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PSD;1055965;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PSDB;1061538;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PSOL;1984281;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PSTU;8790;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PT;2941086;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PTB;217212;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;PV;45794;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;REDE;304580;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;REPUBLICANOS;1580891;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;SOLIDARIEDADE;379310;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;UNIÃO;1811462;2022-10-06 18:40:49
Deputado Federal;1;SP;SUDESTE;UP;24142;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;AVANTE;6555;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;CIDADANIA;1940;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;DC;859;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;MDB;47679;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PATRIOTA;6368;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PC do B;1727;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PDT;6749;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PL;90627;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PMB;1300;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PODE;72312;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PP;89619;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PRTB;763;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PSB;14726;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PSC;50659;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PSD;32746;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PSDB;18394;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PSOL;1762;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PT;67109;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PTB;27111;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;PV;1187;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;REDE;1333;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;REPUBLICANOS;184240;2022-10-06 18:40:49
Deputado Federal;1;TO;NORTE;UNIÃO;104375;2022-10-06 18:40:49
Governador;1;AC;NORTE;AGIR;771;2022-10-06 18:40:49
Governador;1;AC;NORTE;MDB;47173;2022-10-06 18:40:49
Governador;1;AC;NORTE;PP;242100;2022-10-06 18:40:49
Governador;1;AC;NORTE;PSD;27393;2022-10-06 18:40:49
Governador;1;AC;NORTE;PSOL;1125;2022-10-06 18:40:49
Governador;1;AC;NORTE;PT;103265;2022-10-06 18:40:49
Governador;1;AC;NORTE;UNIÃO;4773;2022-10-06 18:40:49
Governador;1;AL;NORDESTE;MDB;708984;2022-10-06 18:40:49
Governador;1;AL;NORDESTE;PMB;2737;2022-10-06 18:40:49
Governador;1;AL;NORDESTE;PRTB;2110;2022-10-06 18:40:49
Governador;1;AL;NORDESTE;PSD;157746;2022-10-06 18:40:49
Governador;1;AL;NORDESTE;PSOL;17749;2022-10-06 18:40:49
Governador;1;AL;NORDESTE;PTB;223585;2022-10-06 18:40:49
Governador;1;AL;NORDESTE;UNIÃO;407220;2022-10-06 18:40:49
Governador;1;AM;NORTE;CIDADANIA;355377;2022-10-06 18:40:49
Governador;1;AM;NORTE;MDB;401817;2022-10-06 18:40:49
Governador;1;AM;NORTE;PDT;87114;2022-10-06 18:40:49
Governador;1;AM;NORTE;PODE;9596;2022-10-06 18:40:49
Governador;1;AM;NORTE;PSOL;21229;2022-10-06 18:40:49
Governador;1;AM;NORTE;SOLIDARIEDADE;217588;2022-10-06 18:40:49
Governador;1;AM;NORTE;UNIÃO;819784;2022-10-06 18:40:49
Governador;1;AP;NORTE;MDB;4510;2022-10-06 18:40:49
Governador;1;AP;NORTE;PRTB;8704;2022-10-06 18:40:49
Governador;1;AP;NORTE;PSD;176208;2022-10-06 18:40:49
Governador;1;AP;NORTE;PSTU;1588;2022-10-06 18:40:49
Governador;1;AP;NORTE;SOLIDARIEDADE;222168;2022-10-06 18:40:49
Governador;1;BA;NORDESTE;PCB;5951;2022-10-06 18:40:49
Governador;1;BA;NORDESTE;PL;738311;2022-10-06 18:40:49
Governador;1;BA;NORDESTE;PSOL;48239;2022-10-06 18:40:49
Governador;1;BA;NORDESTE;PT;4019830;2022-10-06 18:40:49
Governador;1;BA;NORDESTE;UNIÃO;3316711;2022-10-06 18:40:49
Governador;1;CE;NORDESTE;PCB;3015;2022-10-06 18:40:49
Governador;1;CE;NORDESTE;PDT;734976;2022-10-06 18:40:49
Governador;1;CE;NORDESTE;PSTU;1507;2022-10-06 18:40:49
Governador;1;CE;NORDESTE;PT;2808300;2022-10-06 18:40:49
Governador;1;CE;NORDESTE;UNIÃO;1649213;2022-10-06 18:40:49
Governador;1;CE;NORDESTE;UP;1881;2022-10-06 18:40:49
Governador;1;DF;CENTRO-OESTE;DC;4218;2022-10-06 18:40:49
Governador;1;DF;CENTRO-OESTE;MDB;832633;2022-10-06 18:40:49
Governador;1;DF;CENTRO-OESTE;PCB;1155;2022-10-06 18:40:49
Governador;1;DF;CENTRO-OESTE;PDT;79597;2022-10-06 18:40:49
Governador;1;DF;CENTRO-OESTE;PSD;123715;2022-10-06 18:40:49
Governador;1;DF;CENTRO-OESTE;PSDB;70584;2022-10-06 18:40:49
Governador;1;DF;CENTRO-OESTE;PSOL;13613;2022-10-06 18:40:49
Governador;1;DF;CENTRO-OESTE;PSTU;841;2022-10-06 18:40:49
Governador;1;DF;CENTRO-OESTE;PTB;94100;2022-10-06 18:40:49
Governador;1;DF;CENTRO-OESTE;PV;434587;2022-10-06 18:40:49
Governador;1;ES;SUDESTE;NOVO;15786;2022-10-06 18:40:49
Governador;1;ES;SUDESTE;PL;800598;2022-10-06 18:40:49
Governador;1;ES;SUDESTE;PRTB;1418;2022-10-06 18:40:49
Governador;1;ES;SUDESTE;PSB;976652;2022-10-06 18:40:49
Governador;1;ES;SUDESTE;PSD;146177;2022-10-06 18:40:49
Governador;1;ES;SUDESTE;PSTU;4505;2022-10-06 18:40:49
Governador;1;ES;SUDESTE;REDE;135512;2022-10-06 18:40:49
Governador;1;GO;CENTRO-OESTE;NOVO;9565;2022-10-06 18:40:49
Governador;1;GO;CENTRO-OESTE;PATRIOTA;879031;2022-10-06 18:40:49
Governador;1;GO;CENTRO-OESTE;PCB;6993;2022-10-06 18:40:49
Governador;1;GO;CENTRO-OESTE;PL;516579;2022-10-06 18:40:49
Governador;1;GO;CENTRO-OESTE;PSOL;19577;2022-10-06 18:40:49
Governador;1;GO;CENTRO-OESTE;PT;243561;2022-10-06 18:40:49
Governador;1;GO;CENTRO-OESTE;UNIÃO;1806892;2022-10-06 18:40:49
Governador;1;GO;CENTRO-OESTE;UP;5400;2022-10-06 18:40:49
Governador;1;MA;NORDESTE;DC;2310;2022-10-06 18:40:49
Governador;1;MA;NORDESTE;PCB;1889;2022-10-06 18:40:49
Governador;1;MA;NORDESTE;PDT;714352;2022-10-06 18:40:49
Governador;1;MA;NORDESTE;PSB;1769187;2022-10-06 18:40:49
Governador;1;MA;NORDESTE;PSC;857744;2022-10-06 18:40:49
Governador;1;MA;NORDESTE;PSD;86573;2022-10-06 18:40:49
Governador;1;MA;NORDESTE;PSOL;7135;2022-10-06 18:40:49
Governador;1;MA;NORDESTE;PSTU;5191;2022-10-06 18:40:49
Governador;1;MA;NORDESTE;SOLIDARIEDADE;5009;2022-10-06 18:40:49
Governador;1;MG;SUDESTE;NOVO;6094136;2022-10-06 18:40:49
Governador;1;MG;SUDESTE;PCB;12514;2022-10-06 18:40:49
Governador;1;MG;SUDESTE;PL;783800;2022-10-06 18:40:49
Governador;1;MG;SUDESTE;PMB;15774;2022-10-06 18:40:49
Governador;1;MG;SUDESTE;PSD;3805182;2022-10-06 18:40:49
Governador;1;MG;SUDESTE;PSDB;60637;2022-10-06 18:40:49
Governador;1;MG;SUDESTE;PSOL;44898;2022-10-06 18:40:49
Governador;1;MG;SUDESTE;PSTU;12009;2022-10-06 18:40:49
Governador;1;MG;SUDESTE;UP;15604;2022-10-06 18:40:49
Governador;1;MS;CENTRO-OESTE;MDB;247093;2022-10-06 18:40:49
Governador;1;MS;CENTRO-OESTE;PRTB;384275;2022-10-06 18:40:49
Governador;1;MS;CENTRO-OESTE;PSD;124795;2022-10-06 18:40:49
Governador;1;MS;CENTRO-OESTE;PSDB;361981;2022-10-06 18:40:49
Governador;1;MS;CENTRO-OESTE;PSOL;3251;2022-10-06 18:40:49
Governador;1;MS;CENTRO-OESTE;PT;135556;2022-10-06 18:40:49
Governador;1;MS;CENTRO-OESTE;UNIÃO;178599;2022-10-06 18:40:49
Governador;1;MT;CENTRO-OESTE;PSOL;12948;2022-10-06 18:40:49
Governador;1;MT;CENTRO-OESTE;PTB;233543;2022-10-06 18:40:49
Governador;1;MT;CENTRO-OESTE;PV;267172;2022-10-06 18:40:49
Governador;1;MT;CENTRO-OESTE;UNIÃO;1114549;2022-10-06 18:40:49
Governador;1;PA;NORTE;AGIR;1309;2022-10-06 18:40:49
Governador;1;PA;NORTE;MDB;3117276;2022-10-06 18:40:49
Governador;1;PA;NORTE;PL;1201079;2022-10-06 18:40:49
Governador;1;PA;NORTE;PMB;5355;2022-10-06 18:40:49
Governador;1;PA;NORTE;PRTB;31402;2022-10-06 18:40:49
Governador;1;PA;NORTE;PSOL;56830;2022-10-06 18:40:49
Governador;1;PA;NORTE;PSTU;5053;2022-10-06 18:40:49
Governador;1;PA;NORTE;SOLIDARIEDADE;9183;2022-10-06 18:40:49
Governador;1;PB;NORDESTE;MDB;373511;2022-10-06 18:40:49
Governador;1;PB;NORDESTE;PL;406604;2022-10-06 18:40:49
Governador;1;PB;NORDESTE;PRTB;2455;2022-10-06 18:40:49
Governador;1;PB;NORDESTE;PSB;863174;2022-10-06 18:40:49
Governador;1;PB;NORDESTE;PSDB;520155;2022-10-06 18:40:49
Governador;1;PB;NORDESTE;PSOL;9567;2022-10-06 18:40:49
Governador;1;PB;NORDESTE;PSTU;978;2022-10-06 18:40:49
Governador;1;PE;NORDESTE;PCB;33931;2022-10-06 18:40:49
Governador;1;PE;NORDESTE;PL;890220;2022-10-06 18:40:49
Governador;1;PE;NORDESTE;PMB;2435;2022-10-06 18:40:49
Governador;1;PE;NORDESTE;PSB;885994;2022-10-06 18:40:49
Governador;1;PE;NORDESTE;PSDB;1009556;2022-10-06 18:40:49
Governador;1;PE;NORDESTE;PSOL;12558;2022-10-06 18:40:49
Governador;1;PE;NORDESTE;PSTU;1745;2022-10-06 18:40:49
Governador;1;PE;NORDESTE;PTB;8020;2022-10-06 18:40:49
Governador;1;PE;NORDESTE;SOLIDARIEDADE;1175651;2022-10-06 18:40:49
Governador;1;PE;NORDESTE;UNIÃO;884941;2022-10-06 18:40:49
Governador;1;PI;NORDESTE;PATRIOTA;1027;2022-10-06 18:40:49
Governador;1;PI;NORDESTE;PMN;1167;2022-10-06 18:40:49
Governador;1;PI;NORDESTE;PSOL;4759;2022-10-06 18:40:49
Governador;1;PI;NORDESTE;PSTU;1425;2022-10-06 18:40:49
Governador;1;PI;NORDESTE;PT;1115139;2022-10-06 18:40:49
Governador;1;PI;NORDESTE;UNIÃO;811806;2022-10-06 18:40:49
Governador;1;PR;SUL;DC;50729;2022-10-06 18:40:49
Governador;1;PR;SUL;PCB;13577;2022-10-06 18:40:49
Governador;1;PR;SUL;PCO;2096;2022-10-06 18:40:49
Governador;1;PR;SUL;PDT;126945;2022-10-06 18:40:49
Governador;1;PR;SUL;PSD;4243292;2022-10-06 18:40:49
Governador;1;PR;SUL;PSOL;43176;2022-10-06 18:40:49
Governador;1;PR;SUL;PSTU;4502;2022-10-06 18:40:49
Governador;1;PR;SUL;PT;1598204;2022-10-06 18:40:49
Governador;1;RJ;SUDESTE;NOVO;446580;2022-10-06 18:40:49
Governador;1;RJ;SUDESTE;PCB;10852;2022-10-06 18:40:49
Governador;1;RJ;SUDESTE;PDT;672291;2022-10-06 18:40:49
Governador;1;RJ;SUDESTE;PL;4930288;2022-10-06 18:40:49
Governador;1;RJ;SUDESTE;PSB;2300980;2022-10-06 18:40:49
Governador;1;RJ;SUDESTE;PSTU;12627;2022-10-06 18:40:49
Governador;1;RJ;SUDESTE;UP;27344;2022-10-06 18:40:49
Governador;1;RN;NORDESTE;DC;1045;2022-10-06 18:40:49
Governador;1;RN;NORDESTE;PMB;39011;2022-10-06 18:40:49
Governador;1;RN;NORDESTE;PMN;1325;2022-10-06 18:40:49
Governador;1;RN;NORDESTE;PODE;307330;2022-10-06 18:40:49
Governador;1;RN;NORDESTE;PRTB;1178;2022-10-06 18:40:49
Governador;1;RN;NORDESTE;PSOL;3691;2022-10-06 18:40:49
Governador;1;RN;NORDESTE;PSTU;2437;2022-10-06 18:40:49
Governador;1;RN;NORDESTE;PT;1066496;2022-10-06 18:40:49
Governador;1;RN;NORDESTE;SOLIDARIEDADE;406461;2022-10-06 18:40:49
Governador;1;RO;NORTE;PL;315035;2022-10-06 18:40:49
Governador;1;RO;NORTE;PODE;119583;2022-10-06 18:40:49
Governador;1;RO;NORTE;PSOL;3660;2022-10-06 18:40:49
Governador;1;RO;NORTE;SOLIDARIEDADE;81421;2022-10-06 18:40:49
Governador;1;RO;NORTE;UNIÃO;330656;2022-10-06 18:40:49
Governador;1;RR;NORTE;MDB;118856;2022-10-06 18:40:49
Governador;1;RR;NORTE;PDT;1878;2022-10-06 18:40:49
Governador;1;RR;NORTE;PP;163167;2022-10-06 18:40:49
Governador;1;RR;NORTE;PSOL;3843;2022-10-06 18:40:49
Governador;1;RR;NORTE;PV;1189;2022-10-06 18:40:49
Governador;1;RS;SUL;NOVO;38887;2022-10-06 18:40:49
Governador;1;RS;SUL;PCB;4003;2022-10-06 18:40:49
Governador;1;RS;SUL;PDT;101611;2022-10-06 18:40:49
Governador;1;RS;SUL;PL;2382026;2022-10-06 18:40:49
Governador;1;RS;SUL;PP;271540;2022-10-06 18:40:49
Governador;1;RS;SUL;PSB;17222;2022-10-06 18:40:49
Governador;1;RS;SUL;PSC;126899;2022-10-06 18:40:49
Governador;1;RS;SUL;PSDB;1702815;2022-10-06 18:40:49
Governador;1;RS;SUL;PSTU;6252;2022-10-06 18:40:49
Governador;1;RS;SUL;PT;1700374;2022-10-06 18:40:49
Governador;1;SC;SUL;NOVO;114087;2022-10-06 18:40:49
Governador;1;SC;SUL;PDT;24809;2022-10-06 18:40:49
Governador;1;SC;SUL;PL;1575912;2022-10-06 18:40:49
Governador;1;SC;SUL;PP;398092;2022-10-06 18:40:49
Governador;1;SC;SUL;PROS;3828;2022-10-06 18:40:49
Governador;1;SC;SUL;PSTU;4395;2022-10-06 18:40:49
Governador;1;SC;SUL;PT;710859;2022-10-06 18:40:49
Governador;1;SC;SUL;REPUBLICANOS;693426;2022-10-06 18:40:49
Governador;1;SC;SUL;UNIÃO;555615;2022-10-06 18:40:49
Governador;1;SE;NORDESTE;DC;2655;2022-10-06 18:40:49
Governador;1;SE;NORDESTE;PSD;294936;2022-10-06 18:40:49
Governador;1;SE;NORDESTE;PSDB;82495;2022-10-06 18:40:49
Governador;1;SE;NORDESTE;PSOL;37366;2022-10-06 18:40:49
Governador;1;SE;NORDESTE;PSTU;646;2022-10-06 18:40:49
Governador;1;SE;NORDESTE;PT;338796;2022-10-06 18:40:49
Governador;1;SE;NORDESTE;UP;1044;2022-10-06 18:40:49
Governador;1;SP;SUDESTE;DC;10778;2022-10-06 18:40:49
Governador;1;SP;SUDESTE;NOVO;388974;2022-10-06 18:40:49
Governador;1;SP;SUDESTE;PCB;46727;2022-10-06 18:40:49
Governador;1;SP;SUDESTE;PCO;5305;2022-10-06 18:40:49
Governador;1;SP;SUDESTE;PDT;281712;2022-10-06 18:40:49
Governador;1;SP;SUDESTE;PSDB;4296293;2022-10-06 18:40:49
Governador;1;SP;SUDESTE;PSTU;14859;2022-10-06 18:40:49
Governador;1;SP;SUDESTE;PT;8337139;2022-10-06 18:40:49
Governador;1;SP;SUDESTE;REPUBLICANOS;9881995;2022-10-06 18:40:49
Governador;1;SP;SUDESTE;UP;88767;2022-10-06 18:40:49
Governador;1;TO;NORTE;DC;1232;2022-10-06 18:40:49
Governador;1;TO;NORTE;PL;186361;2022-10-06 18:40:49
Governador;1;TO;NORTE;PMB;5043;2022-10-06 18:40:49
Governador;1;TO;NORTE;PSD;63048;2022-10-06 18:40:49
Governador;1;TO;NORTE;PSOL;2494;2022-10-06 18:40:49
Governador;1;TO;NORTE;PT;88143;2022-10-06 18:40:49
Governador;1;TO;NORTE;REPUBLICANOS;481496;2022-10-06 18:40:49
Presidente;1;AC;NORTE;DC;44;2022-10-06 18:40:49
Presidente;1;AC;NORTE;MDB;20122;2022-10-06 18:40:49
Presidente;1;AC;NORTE;NOVO;825;2022-10-06 18:40:49
Presidente;1;AC;NORTE;PCB;144;2022-10-06 18:40:49
Presidente;1;AC;NORTE;PDT;12314;2022-10-06 18:40:49
Presidente;1;AC;NORTE;PL;275582;2022-10-06 18:40:49
Presidente;1;AC;NORTE;PSTU;77;2022-10-06 18:40:49
Presidente;1;AC;NORTE;PT;129022;2022-10-06 18:40:49
Presidente;1;AC;NORTE;PTB;279;2022-10-06 18:40:49
Presidente;1;AC;NORTE;UNIÃO;2444;2022-10-06 18:40:49
Presidente;1;AC;NORTE;UP;64;2022-10-06 18:40:49
Presidente;1;AL;NORDESTE;DC;139;2022-10-06 18:40:49
Presidente;1;AL;NORDESTE;MDB;67411;2022-10-06 18:40:49
Presidente;1;AL;NORDESTE;NOVO;2450;2022-10-06 18:40:49
Presidente;1;AL;NORDESTE;PCB;494;2022-10-06 18:40:49
Presidente;1;AL;NORDESTE;PDT;43542;2022-10-06 18:40:49
Presidente;1;AL;NORDESTE;PL;621515;2022-10-06 18:40:49
Presidente;1;AL;NORDESTE;PSTU;325;2022-10-06 18:40:49
Presidente;1;AL;NORDESTE;PT;974156;2022-10-06 18:40:49
Presidente;1;AL;NORDESTE;PTB;3020;2022-10-06 18:40:49
Presidente;1;AL;NORDESTE;UNIÃO;10683;2022-10-06 18:40:49
Presidente;1;AL;NORDESTE;UP;482;2022-10-06 18:40:49
Presidente;1;AM;NORTE;DC;267;2022-10-06 18:40:49
Presidente;1;AM;NORTE;MDB;87060;2022-10-06 18:40:49
Presidente;1;AM;NORTE;NOVO;5212;2022-10-06 18:40:49
Presidente;1;AM;NORTE;PCB;476;2022-10-06 18:40:49
Presidente;1;AM;NORTE;PDT;44527;2022-10-06 18:40:49
Presidente;1;AM;NORTE;PL;880198;2022-10-06 18:40:49
Presidente;1;AM;NORTE;PSTU;393;2022-10-06 18:40:49
Presidente;1;AM;NORTE;PT;1019684;2022-10-06 18:40:49
Presidente;1;AM;NORTE;PTB;1373;2022-10-06 18:40:49
Presidente;1;AM;NORTE;UNIÃO;17002;2022-10-06 18:40:49
Presidente;1;AM;NORTE;UP;484;2022-10-06 18:40:49
Presidente;1;AP;NORTE;DC;62;2022-10-06 18:40:49
Presidente;1;AP;NORTE;MDB;27497;2022-10-06 18:40:49
Presidente;1;AP;NORTE;NOVO;1236;2022-10-06 18:40:49
Presidente;1;AP;NORTE;PCB;130;2022-10-06 18:40:49
Presidente;1;AP;NORTE;PDT;14670;2022-10-06 18:40:49
Presidente;1;AP;NORTE;PL;187621;2022-10-06 18:40:49
Presidente;1;AP;NORTE;PSTU;144;2022-10-06 18:40:49
Presidente;1;AP;NORTE;PT;197382;2022-10-06 18:40:49
Presidente;1;AP;NORTE;PTB;359;2022-10-06 18:40:49
Presidente;1;AP;NORTE;UNIÃO;2955;2022-10-06 18:40:49
Presidente;1;AP;NORTE;UP;105;2022-10-06 18:40:49
Presidente;1;BA;NORDESTE;DC;753;2022-10-06 18:40:49
Presidente;1;BA;NORDESTE;MDB;197305;2022-10-06 18:40:49
Presidente;1;BA;NORDESTE;NOVO;11605;2022-10-06 18:40:49
Presidente;1;BA;NORDESTE;PCB;2423;2022-10-06 18:40:49
Presidente;1;BA;NORDESTE;PDT;217224;2022-10-06 18:40:49
Presidente;1;BA;NORDESTE;PL;2047599;2022-10-06 18:40:49
Presidente;1;BA;NORDESTE;PSTU;1148;2022-10-06 18:40:49
Presidente;1;BA;NORDESTE;PT;5873081;2022-10-06 18:40:49
Presidente;1;BA;NORDESTE;PTB;4898;2022-10-06 18:40:49
Presidente;1;BA;NORDESTE;UNIÃO;65046;2022-10-06 18:40:49
Presidente;1;BA;NORDESTE;UP;1926;2022-10-06 18:40:49
Presidente;1;CE;NORDESTE;DC;416;2022-10-06 18:40:49
Presidente;1;CE;NORDESTE;MDB;66214;2022-10-06 18:40:49
Presidente;1;CE;NORDESTE;NOVO;7030;2022-10-06 18:40:49
Presidente;1;CE;NORDESTE;PCB;1579;2022-10-06 18:40:49
Presidente;1;CE;NORDESTE;PDT;369222;2022-10-06 18:40:49
Presidente;1;CE;NORDESTE;PL;1377827;2022-10-06 18:40:49
Presidente;1;CE;NORDESTE;PSTU;717;2022-10-06 18:40:49
Presidente;1;CE;NORDESTE;PT;3578355;2022-10-06 18:40:49
Presidente;1;CE;NORDESTE;PTB;2278;2022-10-06 18:40:49
Presidente;1;CE;NORDESTE;UNIÃO;24497;2022-10-06 18:40:49
Presidente;1;CE;NORDESTE;UP;1129;2022-10-06 18:40:49
Presidente;1;DF;CENTRO-OESTE;DC;518;2022-10-06 18:40:49
Presidente;1;DF;CENTRO-OESTE;MDB;105377;2022-10-06 18:40:49
Presidente;1;DF;CENTRO-OESTE;NOVO;10342;2022-10-06 18:40:49
Presidente;1;DF;CENTRO-OESTE;PCB;894;2022-10-06 18:40:49
Presidente;1;DF;CENTRO-OESTE;PDT;74308;2022-10-06 18:40:49
Presidente;1;DF;CENTRO-OESTE;PL;910397;2022-10-06 18:40:49
Presidente;1;DF;CENTRO-OESTE;PSTU;454;2022-10-06 18:40:49
Presidente;1;DF;CENTRO-OESTE;PT;649534;2022-10-06 18:40:49
Presidente;1;DF;CENTRO-OESTE;PTB;1554;2022-10-06 18:40:49
Presidente;1;DF;CENTRO-OESTE;UNIÃO;7935;2022-10-06 18:40:49
Presidente;1;DF;CENTRO-OESTE;UP;1262;2022-10-06 18:40:49
Presidente;1;ES;SUDESTE;DC;377;2022-10-06 18:40:49
Presidente;1;ES;SUDESTE;MDB;85325;2022-10-06 18:40:49
Presidente;1;ES;SUDESTE;NOVO;8341;2022-10-06 18:40:49
Presidente;1;ES;SUDESTE;PCB;683;2022-10-06 18:40:49
Presidente;1;ES;SUDESTE;PDT;56221;2022-10-06 18:40:49
Presidente;1;ES;SUDESTE;PL;1160030;2022-10-06 18:40:49
Presidente;1;ES;SUDESTE;PSTU;437;2022-10-06 18:40:49
Presidente;1;ES;SUDESTE;PT;897348;2022-10-06 18:40:49
Presidente;1;ES;SUDESTE;PTB;1752;2022-10-06 18:40:49
