nm_regiao;sg_partido;ds_cargo;nr_turno;sg_uf;qt_votos_validos;dt_carga
SUDESTE;PROS;Deputado Estadual;1;ES;20772740;2022-10-07 14:15:10
SUDESTE;PROS;Deputado Estadual;1;MG;707113088;2022-10-07 14:15:10
SUDESTE;PROS;Deputado Estadual;1;RJ;585897078;2022-10-07 14:15:10
SUDESTE;PROS;Deputado Estadual;1;SP;1388787480;2022-10-07 14:15:10
SUDESTE;PROS;Deputado Federal;1;ES;4168860;2022-10-07 14:15:10
SUDESTE;PROS;Deputado Federal;1;MG;592598194;2022-10-07 14:15:10
SUDESTE;PROS;Deputado Federal;1;RJ;360006024;2022-10-07 14:15:10
SUDESTE;PROS;Deputado Federal;1;SP;1373929637;2022-10-07 14:15:10
SUDESTE;PRTB;Deputado Estadual;1;ES;14540918;2022-10-07 14:15:10
SUDESTE;PRTB;Deputado Estadual;1;MG;541383458;2022-10-07 14:15:10
SUDESTE;PRTB;Deputado Estadual;1;RJ;551932030;2022-10-07 14:15:10
SUDESTE;PRTB;Deputado Estadual;1;SP;1805423724;2022-10-07 14:15:10
SUDESTE;PRTB;Deputado Federal;1;ES;16675440;2022-10-07 14:15:10
SUDESTE;PRTB;Deputado Federal;1;MG;447243920;2022-10-07 14:15:10
SUDESTE;PRTB;Deputado Federal;1;RJ;360006024;2022-10-07 14:15:10
SUDESTE;PRTB;Deputado Federal;1;SP;1327355751;2022-10-07 14:15:10
SUDESTE;PRTB;Governador;1;ES;2080648;2022-10-07 14:15:10
SUDESTE;PRTB;Senador;1;ES;1957350;2022-10-07 14:15:10
SUDESTE;PRTB;Senador;1;SP;21556203;2022-10-07 14:15:10
SUDESTE;PSB;Deputado Estadual;1;ES;64395494;2022-10-07 14:15:10
SUDESTE;PSB;Deputado Estadual;1;MG;397751112;2022-10-07 14:15:10
SUDESTE;PSB;Deputado Estadual;1;RJ;500984458;2022-10-07 14:15:10
SUDESTE;PSB;Deputado Estadual;1;SP;2060034762;2022-10-07 14:15:10
SUDESTE;PSB;Deputado Federal;1;ES;22928730;2022-10-07 14:15:10
SUDESTE;PSB;Deputado Federal;1;MG;458425018;2022-10-07 14:15:10
SUDESTE;PSB;Deputado Federal;1;RJ;308576592;2022-10-07 14:15:10
SUDESTE;PSB;Deputado Federal;1;SP;1536938238;2022-10-07 14:15:10
SUDESTE;PSB;Governador;1;ES;2080648;2022-10-07 14:15:10
SUDESTE;PSB;Governador;1;RJ;8400962;2022-10-07 14:15:10
SUDESTE;PSB;Senador;1;RJ;6594041;2022-10-07 14:15:10
SUDESTE;PSB;Senador;1;SP;21556203;2022-10-07 14:15:10
SUDESTE;PSC;Deputado Estadual;1;ES;51931850;2022-10-07 14:15:10
SUDESTE;PSC;Deputado Estadual;1;MG;607675310;2022-10-07 14:15:10
SUDESTE;PSC;Deputado Estadual;1;RJ;509475720;2022-10-07 14:15:10
SUDESTE;PSC;Deputado Estadual;1;SP;1921156014;2022-10-07 14:15:10
SUDESTE;PSC;Deputado Federal;1;ES;20844300;2022-10-07 14:15:10
SUDESTE;PSC;Deputado Federal;1;MG;503149410;2022-10-07 14:15:10
SUDESTE;PSC;Deputado Federal;1;RJ;222860872;2022-10-07 14:15:10
SUDESTE;PSC;Deputado Federal;1;SP;1397216580;2022-10-07 14:15:10
SUDESTE;PSC;Senador;1;MG;10279676;2022-10-07 14:15:10
SUDESTE;PSD;Deputado Estadual;1;ES;29081836;2022-10-07 14:15:10
SUDESTE;PSD;Deputado Estadual;1;MG;452994322;2022-10-07 14:15:10
SUDESTE;PSD;Deputado Estadual;1;RJ;585897078;2022-10-07 14:15:10
SUDESTE;PSD;Deputado Estadual;1;SP;1573959144;2022-10-07 14:15:10
SUDESTE;PSD;Deputado Federal;1;ES;10422150;2022-10-07 14:15:10
SUDESTE;PSD;Deputado Federal;1;MG;436062822;2022-10-07 14:15:10
SUDESTE;PSD;Deputado Federal;1;RJ;402863884;2022-10-07 14:15:10
SUDESTE;PSD;Deputado Federal;1;SP;1117773264;2022-10-07 14:15:10
SUDESTE;PSD;Governador;1;ES;2080648;2022-10-07 14:15:10
SUDESTE;PSD;Governador;1;MG;10844554;2022-10-07 14:15:10
SUDESTE;PSD;Senador;1;MG;10279676;2022-10-07 14:15:10
SUDESTE;PSDB;Deputado Estadual;1;ES;47777302;2022-10-07 14:15:10
SUDESTE;PSDB;Deputado Estadual;1;MG;342507902;2022-10-07 14:15:10
SUDESTE;PSDB;Deputado Estadual;1;RJ;339650480;2022-10-07 14:15:10
SUDESTE;PSDB;Deputado Estadual;1;SP;1435080396;2022-10-07 14:15:10
SUDESTE;PSDB;Deputado Federal;1;ES;18759870;2022-10-07 14:15:10
SUDESTE;PSDB;Deputado Federal;1;MG;413700626;2022-10-07 14:15:10
SUDESTE;PSDB;Deputado Federal;1;RJ;214289300;2022-10-07 14:15:10
SUDESTE;PSDB;Deputado Federal;1;SP;1001338549;2022-10-07 14:15:10
SUDESTE;PSDB;Governador;1;MG;10844554;2022-10-07 14:15:10
SUDESTE;PSDB;Governador;1;SP;23352549;2022-10-07 14:15:10
SUDESTE;PSOL;Deputado Estadual;1;ES;16618192;2022-10-07 14:15:10
SUDESTE;PSOL;Deputado Estadual;1;MG;287264692;2022-10-07 14:15:10
SUDESTE;PSOL;Deputado Estadual;1;RJ;271720384;2022-10-07 14:15:10
SUDESTE;PSOL;Deputado Estadual;1;SP;1550812686;2022-10-07 14:15:10
SUDESTE;PSOL;Deputado Federal;1;ES;6253290;2022-10-07 14:15:10
SUDESTE;PSOL;Deputado Federal;1;MG;257165254;2022-10-07 14:15:10
SUDESTE;PSOL;Deputado Federal;1;RJ;240004016;2022-10-07 14:15:10
SUDESTE;PSOL;Deputado Federal;1;SP;884903834;2022-10-07 14:15:10
SUDESTE;PSOL;Governador;1;MG;10844554;2022-10-07 14:15:10
SUDESTE;PSOL;Senador;1;ES;1957350;2022-10-07 14:15:10
SUDESTE;PSOL;Senador;1;MG;10279676;2022-10-07 14:15:10
SUDESTE;PSTU;Deputado Estadual;1;MG;66291852;2022-10-07 14:15:10
SUDESTE;PSTU;Deputado Estadual;1;RJ;33965048;2022-10-07 14:15:10
SUDESTE;PSTU;Deputado Estadual;1;SP;254611038;2022-10-07 14:15:10
SUDESTE;PSTU;Deputado Federal;1;MG;67086588;2022-10-07 14:15:10
SUDESTE;PSTU;Deputado Federal;1;RJ;17143144;2022-10-07 14:15:10
SUDESTE;PSTU;Deputado Federal;1;SP;209582487;2022-10-07 14:15:10
SUDESTE;PSTU;Governador;1;ES;2080648;2022-10-07 14:15:10
SUDESTE;PSTU;Governador;1;MG;10844554;2022-10-07 14:15:10
SUDESTE;PSTU;Governador;1;RJ;8400962;2022-10-07 14:15:10
SUDESTE;PSTU;Governador;1;SP;23352549;2022-10-07 14:15:10
SUDESTE;PSTU;Presidente;1;ES;2221130;2022-10-07 14:15:10
SUDESTE;PSTU;Presidente;1;MG;12016633;2022-10-07 14:15:10
SUDESTE;PSTU;Presidente;1;RJ;9456677;2022-10-07 14:15:10
SUDESTE;PSTU;Presidente;1;SP;25656334;2022-10-07 14:15:10
SUDESTE;PSTU;Senador;1;ES;1957350;2022-10-07 14:15:10
SUDESTE;PSTU;Senador;1;MG;10279676;2022-10-07 14:15:10
SUDESTE;PSTU;Senador;1;RJ;6594041;2022-10-07 14:15:10
SUDESTE;PSTU;Senador;1;SP;21556203;2022-10-07 14:15:10
SUDESTE;PT;Deputado Estadual;1;ES;29081836;2022-10-07 14:15:10
SUDESTE;PT;Deputado Estadual;1;MG;629772594;2022-10-07 14:15:10
SUDESTE;PT;Deputado Estadual;1;RJ;450036886;2022-10-07 14:15:10
SUDESTE;PT;Deputado Estadual;1;SP;1504519770;2022-10-07 14:15:10
SUDESTE;PT;Deputado Federal;1;ES;14591010;2022-10-07 14:15:10
SUDESTE;PT;Deputado Federal;1;MG;469606116;2022-10-07 14:15:10
SUDESTE;PT;Deputado Federal;1;RJ;308576592;2022-10-07 14:15:10
SUDESTE;PT;Deputado Federal;1;SP;1327355751;2022-10-07 14:15:10
SUDESTE;PT;Governador;1;SP;23352549;2022-10-07 14:15:10
SUDESTE;PT;Presidente;1;ES;2221130;2022-10-07 14:15:10
SUDESTE;PT;Presidente;1;MG;12016633;2022-10-07 14:15:10
SUDESTE;PT;Presidente;1;RJ;9456677;2022-10-07 14:15:10
SUDESTE;PT;Presidente;1;SP;25656334;2022-10-07 14:15:10
SUDESTE;PT;Senador;1;RJ;6594041;2022-10-07 14:15:10
SUDESTE;PTB;Deputado Estadual;1;ES;64395494;2022-10-07 14:15:10
SUDESTE;PTB;Deputado Estadual;1;MG;629772594;2022-10-07 14:15:10
SUDESTE;PTB;Deputado Estadual;1;RJ;577405816;2022-10-07 14:15:10
SUDESTE;PTB;Deputado Estadual;1;SP;2152620594;2022-10-07 14:15:10
SUDESTE;PTB;Deputado Federal;1;ES;22928730;2022-10-07 14:15:10
SUDESTE;PTB;Deputado Federal;1;MG;525511606;2022-10-07 14:15:10
SUDESTE;PTB;Deputado Federal;1;RJ;402863884;2022-10-07 14:15:10
SUDESTE;PTB;Deputado Federal;1;SP;1630086010;2022-10-07 14:15:10
SUDESTE;PTB;Presidente;1;ES;2221130;2022-10-07 14:15:10
SUDESTE;PTB;Presidente;1;MG;12016633;2022-10-07 14:15:10
SUDESTE;PTB;Presidente;1;RJ;9456677;2022-10-07 14:15:10
SUDESTE;PTB;Presidente;1;SP;25656334;2022-10-07 14:15:10
SUDESTE;PTB;Senador;1;MG;10279676;2022-10-07 14:15:10
SUDESTE;PTB;Senador;1;RJ;6594041;2022-10-07 14:15:10
SUDESTE;PV;Deputado Estadual;1;ES;12463644;2022-10-07 14:15:10
SUDESTE;PV;Deputado Estadual;1;MG;143632346;2022-10-07 14:15:10
SUDESTE;PV;Deputado Estadual;1;RJ;110386406;2022-10-07 14:15:10
SUDESTE;PV;Deputado Estadual;1;SP;347196870;2022-10-07 14:15:10
SUDESTE;PV;Deputado Federal;1;ES;4168860;2022-10-07 14:15:10
SUDESTE;PV;Deputado Federal;1;MG;100629882;2022-10-07 14:15:10
SUDESTE;PV;Deputado Federal;1;RJ;51429432;2022-10-07 14:15:10
SUDESTE;PV;Deputado Federal;1;SP;256156373;2022-10-07 14:15:10
SUDESTE;REDE;Deputado Estadual;1;ES;47777302;2022-10-07 14:15:10
SUDESTE;REDE;Deputado Estadual;1;MG;486140248;2022-10-07 14:15:10
SUDESTE;REDE;Deputado Estadual;1;RJ;212281550;2022-10-07 14:15:10
SUDESTE;REDE;Deputado Estadual;1;SP;578661450;2022-10-07 14:15:10
SUDESTE;REDE;Deputado Federal;1;ES;16675440;2022-10-07 14:15:10
SUDESTE;REDE;Deputado Federal;1;MG;313070744;2022-10-07 14:15:10
SUDESTE;REDE;Deputado Federal;1;RJ;25714716;2022-10-07 14:15:10
SUDESTE;REDE;Deputado Federal;1;SP;489025803;2022-10-07 14:15:10
SUDESTE;REDE;Governador;1;ES;2080648;2022-10-07 14:15:10
SUDESTE;REPUBLICANOS;Deputado Estadual;1;ES;64395494;2022-10-07 14:15:10
SUDESTE;REPUBLICANOS;Deputado Estadual;1;MG;751307656;2022-10-07 14:15:10
SUDESTE;REPUBLICANOS;Deputado Estadual;1;RJ;568914554;2022-10-07 14:15:10
SUDESTE;REPUBLICANOS;Deputado Estadual;1;SP;2083181220;2022-10-07 14:15:10
SUDESTE;REPUBLICANOS;Deputado Federal;1;ES;22928730;2022-10-07 14:15:10
SUDESTE;REPUBLICANOS;Deputado Federal;1;MG;592598194;2022-10-07 14:15:10
SUDESTE;REPUBLICANOS;Deputado Federal;1;RJ;394292312;2022-10-07 14:15:10
SUDESTE;REPUBLICANOS;Deputado Federal;1;SP;1583512124;2022-10-07 14:15:10
SUDESTE;REPUBLICANOS;Governador;1;SP;23352549;2022-10-07 14:15:10
SUDESTE;REPUBLICANOS;Senador;1;ES;1957350;2022-10-07 14:15:10
SUDESTE;SOLIDARIEDADE;Deputado Estadual;1;ES;49854576;2022-10-07 14:15:10
SUDESTE;SOLIDARIEDADE;Deputado Estadual;1;MG;574529384;2022-10-07 14:15:10
SUDESTE;SOLIDARIEDADE;Deputado Estadual;1;RJ;602879602;2022-10-07 14:15:10
SUDESTE;SOLIDARIEDADE;Deputado Estadual;1;SP;1620252060;2022-10-07 14:15:10
SUDESTE;SOLIDARIEDADE;Deputado Federal;1;ES;10422150;2022-10-07 14:15:10
SUDESTE;SOLIDARIEDADE;Deputado Federal;1;MG;402519528;2022-10-07 14:15:10
SUDESTE;SOLIDARIEDADE;Deputado Federal;1;RJ;402863884;2022-10-07 14:15:10
SUDESTE;SOLIDARIEDADE;Deputado Federal;1;SP;1257494922;2022-10-07 14:15:10
SUDESTE;UNIÃO;Deputado Estadual;1;ES;62318220;2022-10-07 14:15:10
SUDESTE;UNIÃO;Deputado Estadual;1;MG;850745434;2022-10-07 14:15:10
SUDESTE;UNIÃO;Deputado Estadual;1;RJ;568914554;2022-10-07 14:15:10
SUDESTE;UNIÃO;Deputado Estadual;1;SP;2152620594;2022-10-07 14:15:10
SUDESTE;UNIÃO;Deputado Federal;1;ES;22928730;2022-10-07 14:15:10
SUDESTE;UNIÃO;Deputado Federal;1;MG;592598194;2022-10-07 14:15:10
SUDESTE;UNIÃO;Deputado Federal;1;RJ;402863884;2022-10-07 14:15:10
SUDESTE;UNIÃO;Deputado Federal;1;SP;1490364352;2022-10-07 14:15:10
SUDESTE;UNIÃO;Presidente;1;ES;2221130;2022-10-07 14:15:10
SUDESTE;UNIÃO;Presidente;1;MG;12016633;2022-10-07 14:15:10
SUDESTE;UNIÃO;Presidente;1;RJ;9456677;2022-10-07 14:15:10
SUDESTE;UNIÃO;Presidente;1;SP;25656334;2022-10-07 14:15:10
SUDESTE;UNIÃO;Senador;1;RJ;6594041;2022-10-07 14:15:10
SUDESTE;UP;Deputado Estadual;1;MG;33145926;2022-10-07 14:15:10
SUDESTE;UP;Deputado Estadual;1;RJ;25473786;2022-10-07 14:15:10
SUDESTE;UP;Deputado Estadual;1;SP;69439374;2022-10-07 14:15:10
SUDESTE;UP;Deputado Federal;1;MG;11181098;2022-10-07 14:15:10
SUDESTE;UP;Deputado Federal;1;SP;23286943;2022-10-07 14:15:10
SUDESTE;UP;Governador;1;MG;10844554;2022-10-07 14:15:10
SUDESTE;UP;Governador;1;RJ;8400962;2022-10-07 14:15:10
SUDESTE;UP;Governador;1;SP;23352549;2022-10-07 14:15:10
SUDESTE;UP;Presidente;1;ES;2221130;2022-10-07 14:15:10
SUDESTE;UP;Presidente;1;MG;12016633;2022-10-07 14:15:10
SUDESTE;UP;Presidente;1;RJ;9456677;2022-10-07 14:15:10
SUDESTE;UP;Presidente;1;SP;25656334;2022-10-07 14:15:10
SUDESTE;UP;Senador;1;RJ;6594041;2022-10-07 14:15:10
SUDESTE;UP;Senador;1;SP;21556203;2022-10-07 14:15:10
SUL;AGIR;Deputado Estadual;1;PR;240193320;2022-10-07 14:15:10
SUL;AGIR;Deputado Estadual;1;RS;12293646;2022-10-07 14:15:10
SUL;AGIR;Deputado Federal;1;PR;157003288;2022-10-07 14:15:10
SUL;AGIR;Deputado Federal;1;RS;6149822;2022-10-07 14:15:10
SUL;AVANTE;Deputado Estadual;1;RS;110642814;2022-10-07 14:15:10
SUL;AVANTE;Deputado Estadual;1;SC;72072648;2022-10-07 14:15:10
SUL;AVANTE;Deputado Federal;1;RS;184494660;2022-10-07 14:15:10
SUL;AVANTE;Deputado Federal;1;SC;47638176;2022-10-07 14:15:10
SUL;AVANTE;Senador;1;RS;5879460;2022-10-07 14:15:10
SUL;CIDADANIA;Deputado Estadual;1;PR;162130491;2022-10-07 14:15:10
SUL;CIDADANIA;Deputado Estadual;1;RS;122936460;2022-10-07 14:15:10
SUL;CIDADANIA;Deputado Estadual;1;SC;40040360;2022-10-07 14:15:10
SUL;CIDADANIA;Deputado Federal;1;PR;72463056;2022-10-07 14:15:10
SUL;CIDADANIA;Deputado Federal;1;RS;49198576;2022-10-07 14:15:10
SUL;CIDADANIA;Deputado Federal;1;SC;19849240;2022-10-07 14:15:10
SUL;DC;Deputado Estadual;1;PR;174140157;2022-10-07 14:15:10
SUL;DC;Deputado Estadual;1;RS;30734115;2022-10-07 14:15:10
SUL;DC;Deputado Estadual;1;SC;104104936;2022-10-07 14:15:10
SUL;DC;Deputado Federal;1;PR;150964700;2022-10-07 14:15:10
SUL;DC;Deputado Federal;1;RS;43048754;2022-10-07 14:15:10
SUL;DC;Deputado Federal;1;SC;7939696;2022-10-07 14:15:10
SUL;DC;Governador;1;PR;6082521;2022-10-07 14:15:10
SUL;DC;Presidente;1;PR;6566764;2022-10-07 14:15:10
SUL;DC;Presidente;1;RS;6637752;2022-10-07 14:15:10
SUL;DC;Presidente;1;SC;4330984;2022-10-07 14:15:10
SUL;DC;Senador;1;RS;5879460;2022-10-07 14:15:10
SUL;MDB;Deputado Estadual;1;PR;288231984;2022-10-07 14:15:10
SUL;MDB;Deputado Estadual;1;RS;227432451;2022-10-07 14:15:10
SUL;MDB;Deputado Estadual;1;SC;128129152;2022-10-07 14:15:10
SUL;MDB;Deputado Federal;1;PR;181157640;2022-10-07 14:15:10
SUL;MDB;Deputado Federal;1;RS;147595728;2022-10-07 14:15:10
SUL;MDB;Deputado Federal;1;SC;63517568;2022-10-07 14:15:10
SUL;MDB;Presidente;1;PR;6566764;2022-10-07 14:15:10
SUL;MDB;Presidente;1;RS;6637752;2022-10-07 14:15:10
SUL;MDB;Presidente;1;SC;4330984;2022-10-07 14:15:10
SUL;MDB;Senador;1;PR;5827174;2022-10-07 14:15:10
SUL;MDB;Senador;1;SC;3730254;2022-10-07 14:15:10
SUL;NOVO;Deputado Estadual;1;PR;90072495;2022-10-07 14:15:10
SUL;NOVO;Deputado Estadual;1;RS;122936460;2022-10-07 14:15:10
SUL;NOVO;Deputado Estadual;1;SC;124125116;2022-10-07 14:15:10
SUL;NOVO;Deputado Federal;1;PR;157003288;2022-10-07 14:15:10
SUL;NOVO;Deputado Federal;1;RS;36898932;2022-10-07 14:15:10
SUL;NOVO;Deputado Federal;1;SC;51608024;2022-10-07 14:15:10
SUL;NOVO;Governador;1;RS;6351629;2022-10-07 14:15:10
SUL;NOVO;Governador;1;SC;4081023;2022-10-07 14:15:10
SUL;NOVO;Presidente;1;PR;6566764;2022-10-07 14:15:10
SUL;NOVO;Presidente;1;RS;6637752;2022-10-07 14:15:10
SUL;NOVO;Presidente;1;SC;4330984;2022-10-07 14:15:10
SUL;NOVO;Senador;1;SC;3730254;2022-10-07 14:15:10
SUL;PATRIOTA;Deputado Estadual;1;PR;180144990;2022-10-07 14:15:10
SUL;PATRIOTA;Deputado Estadual;1;RS;135230106;2022-10-07 14:15:10
SUL;PATRIOTA;Deputado Estadual;1;SC;160161440;2022-10-07 14:15:10
SUL;PATRIOTA;Deputado Federal;1;PR;120771760;2022-10-07 14:15:10
SUL;PATRIOTA;Deputado Federal;1;RS;141445906;2022-10-07 14:15:10
SUL;PATRIOTA;Deputado Federal;1;SC;63517568;2022-10-07 14:15:10
SUL;PC do B;Deputado Estadual;1;PR;18014499;2022-10-07 14:15:10
SUL;PC do B;Deputado Estadual;1;RS;24587292;2022-10-07 14:15:10
SUL;PC do B;Deputado Estadual;1;SC;8008072;2022-10-07 14:15:10
SUL;PC do B;Deputado Federal;1;PR;24154352;2022-10-07 14:15:10
SUL;PC do B;Deputado Federal;1;RS;24599288;2022-10-07 14:15:10
SUL;PC do B;Deputado Federal;1;SC;7939696;2022-10-07 14:15:10
SUL;PCB;Deputado Estadual;1;RS;12293646;2022-10-07 14:15:10
SUL;PCB;Deputado Federal;1;PR;12077176;2022-10-07 14:15:10
SUL;PCB;Deputado Federal;1;RS;12299644;2022-10-07 14:15:10
SUL;PCB;Governador;1;PR;6082521;2022-10-07 14:15:10
SUL;PCB;Governador;1;RS;6351629;2022-10-07 14:15:10
SUL;PCB;Presidente;1;PR;6566764;2022-10-07 14:15:10
SUL;PCB;Presidente;1;RS;6637752;2022-10-07 14:15:10
SUL;PCB;Presidente;1;SC;4330984;2022-10-07 14:15:10
SUL;PCO;Deputado Estadual;1;PR;6004833;2022-10-07 14:15:10
SUL;PCO;Deputado Estadual;1;SC;4004036;2022-10-07 14:15:10
SUL;PCO;Deputado Federal;1;PR;6038588;2022-10-07 14:15:10
SUL;PCO;Deputado Federal;1;SC;3969848;2022-10-07 14:15:10
SUL;PCO;Governador;1;PR;6082521;2022-10-07 14:15:10
SUL;PCO;Governador;1;SC;4081023;2022-10-07 14:15:10
SUL;PCO;Senador;1;PR;5827174;2022-10-07 14:15:10
SUL;PDT;Deputado Estadual;1;PR;198159489;2022-10-07 14:15:10
SUL;PDT;Deputado Estadual;1;RS;325781619;2022-10-07 14:15:10
SUL;PDT;Deputado Estadual;1;SC;144145296;2022-10-07 14:15:10
SUL;PDT;Deputado Federal;1;PR;181157640;2022-10-07 14:15:10
SUL;PDT;Deputado Federal;1;RS;172195016;2022-10-07 14:15:10
SUL;PDT;Deputado Federal;1;SC;47638176;2022-10-07 14:15:10
SUL;PDT;Governador;1;PR;6082521;2022-10-07 14:15:10
SUL;PDT;Governador;1;RS;6351629;2022-10-07 14:15:10
SUL;PDT;Governador;1;SC;4081023;2022-10-07 14:15:10
SUL;PDT;Presidente;1;PR;6566764;2022-10-07 14:15:10
SUL;PDT;Presidente;1;RS;6637752;2022-10-07 14:15:10
SUL;PDT;Presidente;1;SC;4330984;2022-10-07 14:15:10
SUL;PDT;Senador;1;PR;5827174;2022-10-07 14:15:10
SUL;PDT;Senador;1;SC;3730254;2022-10-07 14:15:10
SUL;PL;Deputado Estadual;1;PR;258207819;2022-10-07 14:15:10
SUL;PL;Deputado Estadual;1;RS;264313389;2022-10-07 14:15:10
SUL;PL;Deputado Estadual;1;SC;160161440;2022-10-07 14:15:10
SUL;PL;Deputado Federal;1;PR;157003288;2022-10-07 14:15:10
SUL;PL;Deputado Federal;1;RS;190644482;2022-10-07 14:15:10
SUL;PL;Deputado Federal;1;SC;59547720;2022-10-07 14:15:10
SUL;PL;Governador;1;RS;6351629;2022-10-07 14:15:10
SUL;PL;Governador;1;SC;4081023;2022-10-07 14:15:10
SUL;PL;Presidente;1;PR;6566764;2022-10-07 14:15:10
SUL;PL;Presidente;1;RS;6637752;2022-10-07 14:15:10
SUL;PL;Presidente;1;SC;4330984;2022-10-07 14:15:10
SUL;PL;Senador;1;PR;5827174;2022-10-07 14:15:10
SUL;PL;Senador;1;SC;3730254;2022-10-07 14:15:10
SUL;PMB;Deputado Estadual;1;PR;258207819;2022-10-07 14:15:10
SUL;PMB;Deputado Federal;1;PR;169080464;2022-10-07 14:15:10
SUL;PMN;Deputado Estadual;1;PR;90072495;2022-10-07 14:15:10
SUL;PMN;Deputado Federal;1;PR;108694584;2022-10-07 14:15:10
SUL;PMN;Governador;1;PR;6082521;2022-10-07 14:15:10
SUL;PMN;Senador;1;PR;5827174;2022-10-07 14:15:10
SUL;PODE;Deputado Estadual;1;PR;216173988;2022-10-07 14:15:10
SUL;PODE;Deputado Estadual;1;RS;313487973;2022-10-07 14:15:10
SUL;PODE;Deputado Estadual;1;SC;80080720;2022-10-07 14:15:10
SUL;PODE;Deputado Federal;1;PR;169080464;2022-10-07 14:15:10
SUL;PODE;Deputado Federal;1;RS;172195016;2022-10-07 14:15:10
SUL;PODE;Deputado Federal;1;SC;63517568;2022-10-07 14:15:10
SUL;PODE;Senador;1;PR;5827174;2022-10-07 14:15:10
SUL;PP;Deputado Estadual;1;PR;330265815;2022-10-07 14:15:10
SUL;PP;Deputado Estadual;1;RS;319634796;2022-10-07 14:15:10
SUL;PP;Deputado Estadual;1;SC;124125116;2022-10-07 14:15:10
SUL;PP;Deputado Federal;1;PR;187196228;2022-10-07 14:15:10
SUL;PP;Deputado Federal;1;RS;166045194;2022-10-07 14:15:10
SUL;PP;Deputado Federal;1;SC;67487416;2022-10-07 14:15:10
SUL;PP;Governador;1;RS;6351629;2022-10-07 14:15:10
SUL;PP;Governador;1;SC;4081023;2022-10-07 14:15:10
SUL;PROS;Deputado Estadual;1;PR;270217485;2022-10-07 14:15:10
SUL;PROS;Deputado Estadual;1;SC;12012108;2022-10-07 14:15:10
SUL;PROS;Deputado Federal;1;PR;181157640;2022-10-07 14:15:10
SUL;PROS;Deputado Federal;1;RS;18449466;2022-10-07 14:15:10
SUL;PROS;Deputado Federal;1;SC;51608024;2022-10-07 14:15:10
SUL;PROS;Governador;1;SC;4081023;2022-10-07 14:15:10
SUL;PROS;Senador;1;PR;5827174;2022-10-07 14:15:10
SUL;PRTB;Deputado Estadual;1;PR;120096660;2022-10-07 14:15:10
SUL;PRTB;Deputado Estadual;1;RS;30734115;2022-10-07 14:15:10
SUL;PRTB;Deputado Estadual;1;SC;36036324;2022-10-07 14:15:10
SUL;PRTB;Deputado Federal;1;PR;90578820;2022-10-07 14:15:10
SUL;PRTB;Deputado Federal;1;RS;43048754;2022-10-07 14:15:10
SUL;PRTB;Deputado Federal;1;SC;11909544;2022-10-07 14:15:10
SUL;PSB;Deputado Estadual;1;PR;186149823;2022-10-07 14:15:10
SUL;PSB;Deputado Estadual;1;RS;258166566;2022-10-07 14:15:10
SUL;PSB;Deputado Estadual;1;SC;104104936;2022-10-07 14:15:10
SUL;PSB;Deputado Federal;1;PR;132848936;2022-10-07 14:15:10
SUL;PSB;Deputado Federal;1;RS;141445906;2022-10-07 14:15:10
SUL;PSB;Deputado Federal;1;SC;67487416;2022-10-07 14:15:10
SUL;PSB;Governador;1;RS;6351629;2022-10-07 14:15:10
SUL;PSB;Senador;1;RS;5879460;2022-10-07 14:15:10
SUL;PSB;Senador;1;SC;3730254;2022-10-07 14:15:10
SUL;PSC;Deputado Estadual;1;PR;96077328;2022-10-07 14:15:10
SUL;PSC;Deputado Estadual;1;RS;301194327;2022-10-07 14:15:10
SUL;PSC;Deputado Estadual;1;SC;108108972;2022-10-07 14:15:10
SUL;PSC;Deputado Federal;1;PR;144926112;2022-10-07 14:15:10
SUL;PSC;Deputado Federal;1;RS;178344838;2022-10-07 14:15:10
SUL;PSC;Deputado Federal;1;SC;59547720;2022-10-07 14:15:10
SUL;PSC;Governador;1;RS;6351629;2022-10-07 14:15:10
SUL;PSC;Senador;1;RS;5879460;2022-10-07 14:15:10
SUL;PSD;Deputado Estadual;1;PR;246198153;2022-10-07 14:15:10
SUL;PSD;Deputado Estadual;1;RS;282753858;2022-10-07 14:15:10
SUL;PSD;Deputado Estadual;1;SC;104104936;2022-10-07 14:15:10
SUL;PSD;Deputado Federal;1;PR;175119052;2022-10-07 14:15:10
SUL;PSD;Deputado Federal;1;RS;172195016;2022-10-07 14:15:10
SUL;PSD;Deputado Federal;1;SC;51608024;2022-10-07 14:15:10
SUL;PSD;Governador;1;PR;6082521;2022-10-07 14:15:10
SUL;PSD;Senador;1;RS;5879460;2022-10-07 14:15:10
SUL;PSD;Senador;1;SC;3730254;2022-10-07 14:15:10
SUL;PSDB;Deputado Estadual;1;PR;132106326;2022-10-07 14:15:10
SUL;PSDB;Deputado Estadual;1;RS;221285628;2022-10-07 14:15:10
SUL;PSDB;Deputado Estadual;1;SC;68068612;2022-10-07 14:15:10
SUL;PSDB;Deputado Federal;1;PR;60385880;2022-10-07 14:15:10
SUL;PSDB;Deputado Federal;1;RS;141445906;2022-10-07 14:15:10
SUL;PSDB;Deputado Federal;1;SC;35728632;2022-10-07 14:15:10
SUL;PSDB;Governador;1;RS;6351629;2022-10-07 14:15:10
SUL;PSOL;Deputado Estadual;1;PR;108086994;2022-10-07 14:15:10
SUL;PSOL;Deputado Estadual;1;RS;208991982;2022-10-07 14:15:10
