nm_regiao;sg_partido;ds_cargo;nr_turno;sg_uf;qt_votos_validos;dt_carga
SUL;PSOL;Deputado Estadual;1;SC;88088792;2022-10-07 14:15:10
SUL;PSOL;Deputado Federal;1;PR;60385880;2022-10-07 14:15:10
SUL;PSOL;Deputado Federal;1;RS;184494660;2022-10-07 14:15:10
SUL;PSOL;Deputado Federal;1;SC;43668328;2022-10-07 14:15:10
SUL;PSOL;Governador;1;PR;6082521;2022-10-07 14:15:10
SUL;PSOL;Senador;1;PR;5827174;2022-10-07 14:15:10
SUL;PSOL;Senador;1;SC;3730254;2022-10-07 14:15:10
SUL;PSTU;Deputado Estadual;1;PR;6004833;2022-10-07 14:15:10
SUL;PSTU;Deputado Estadual;1;RS;18440469;2022-10-07 14:15:10
SUL;PSTU;Deputado Estadual;1;SC;4004036;2022-10-07 14:15:10
SUL;PSTU;Deputado Federal;1;PR;6038588;2022-10-07 14:15:10
SUL;PSTU;Deputado Federal;1;RS;18449466;2022-10-07 14:15:10
SUL;PSTU;Deputado Federal;1;SC;3969848;2022-10-07 14:15:10
SUL;PSTU;Governador;1;PR;6082521;2022-10-07 14:15:10
SUL;PSTU;Governador;1;RS;6351629;2022-10-07 14:15:10
SUL;PSTU;Governador;1;SC;4081023;2022-10-07 14:15:10
SUL;PSTU;Presidente;1;PR;6566764;2022-10-07 14:15:10
SUL;PSTU;Presidente;1;RS;6637752;2022-10-07 14:15:10
SUL;PSTU;Presidente;1;SC;4330984;2022-10-07 14:15:10
SUL;PSTU;Senador;1;RS;5879460;2022-10-07 14:15:10
SUL;PSTU;Senador;1;SC;3730254;2022-10-07 14:15:10
SUL;PT;Deputado Estadual;1;PR;264212652;2022-10-07 14:15:10
SUL;PT;Deputado Estadual;1;RS;295047504;2022-10-07 14:15:10
SUL;PT;Deputado Estadual;1;SC;140141260;2022-10-07 14:15:10
SUL;PT;Deputado Federal;1;PR;138887524;2022-10-07 14:15:10
SUL;PT;Deputado Federal;1;RS;153745550;2022-10-07 14:15:10
SUL;PT;Deputado Federal;1;SC;51608024;2022-10-07 14:15:10
SUL;PT;Governador;1;PR;6082521;2022-10-07 14:15:10
SUL;PT;Governador;1;RS;6351629;2022-10-07 14:15:10
SUL;PT;Governador;1;SC;4081023;2022-10-07 14:15:10
SUL;PT;Presidente;1;PR;6566764;2022-10-07 14:15:10
SUL;PT;Presidente;1;RS;6637752;2022-10-07 14:15:10
SUL;PT;Presidente;1;SC;4330984;2022-10-07 14:15:10
SUL;PT;Senador;1;RS;5879460;2022-10-07 14:15:10
SUL;PTB;Deputado Estadual;1;PR;324260982;2022-10-07 14:15:10
SUL;PTB;Deputado Estadual;1;RS;295047504;2022-10-07 14:15:10
SUL;PTB;Deputado Estadual;1;SC;136137224;2022-10-07 14:15:10
SUL;PTB;Deputado Federal;1;PR;187196228;2022-10-07 14:15:10
SUL;PTB;Deputado Federal;1;RS;190644482;2022-10-07 14:15:10
SUL;PTB;Deputado Federal;1;SC;67487416;2022-10-07 14:15:10
SUL;PTB;Presidente;1;PR;6566764;2022-10-07 14:15:10
SUL;PTB;Presidente;1;RS;6637752;2022-10-07 14:15:10
SUL;PTB;Presidente;1;SC;4330984;2022-10-07 14:15:10
SUL;PTB;Senador;1;SC;3730254;2022-10-07 14:15:10
SUL;PV;Deputado Estadual;1;PR;48038664;2022-10-07 14:15:10
SUL;PV;Deputado Estadual;1;RS;18440469;2022-10-07 14:15:10
SUL;PV;Deputado Estadual;1;SC;8008072;2022-10-07 14:15:10
SUL;PV;Deputado Federal;1;PR;12077176;2022-10-07 14:15:10
SUL;PV;Deputado Federal;1;RS;12299644;2022-10-07 14:15:10
SUL;PV;Deputado Federal;1;SC;7939696;2022-10-07 14:15:10
SUL;PV;Senador;1;PR;5827174;2022-10-07 14:15:10
SUL;REDE;Deputado Estadual;1;PR;174140157;2022-10-07 14:15:10
SUL;REDE;Deputado Estadual;1;RS;30734115;2022-10-07 14:15:10
SUL;REDE;Deputado Estadual;1;SC;28028252;2022-10-07 14:15:10
SUL;REDE;Deputado Federal;1;PR;126810348;2022-10-07 14:15:10
SUL;REDE;Deputado Federal;1;RS;12299644;2022-10-07 14:15:10
SUL;REDE;Deputado Federal;1;SC;23819088;2022-10-07 14:15:10
SUL;REPUBLICANOS;Deputado Estadual;1;PR;234188487;2022-10-07 14:15:10
SUL;REPUBLICANOS;Deputado Estadual;1;RS;313487973;2022-10-07 14:15:10
SUL;REPUBLICANOS;Deputado Estadual;1;SC;116117044;2022-10-07 14:15:10
SUL;REPUBLICANOS;Deputado Federal;1;PR;169080464;2022-10-07 14:15:10
SUL;REPUBLICANOS;Deputado Federal;1;RS;196794304;2022-10-07 14:15:10
SUL;REPUBLICANOS;Deputado Federal;1;SC;63517568;2022-10-07 14:15:10
SUL;REPUBLICANOS;Governador;1;SC;4081023;2022-10-07 14:15:10
SUL;REPUBLICANOS;Senador;1;RS;5879460;2022-10-07 14:15:10
SUL;SOLIDARIEDADE;Deputado Estadual;1;PR;234188487;2022-10-07 14:15:10
SUL;SOLIDARIEDADE;Deputado Estadual;1;RS;208991982;2022-10-07 14:15:10
SUL;SOLIDARIEDADE;Deputado Estadual;1;SC;76076684;2022-10-07 14:15:10
SUL;SOLIDARIEDADE;Deputado Federal;1;PR;132848936;2022-10-07 14:15:10
SUL;SOLIDARIEDADE;Deputado Federal;1;RS;153745550;2022-10-07 14:15:10
SUL;SOLIDARIEDADE;Deputado Federal;1;SC;47638176;2022-10-07 14:15:10
SUL;UNIÃO;Deputado Estadual;1;PR;228183654;2022-10-07 14:15:10
SUL;UNIÃO;Deputado Estadual;1;RS;313487973;2022-10-07 14:15:10
SUL;UNIÃO;Deputado Estadual;1;SC;156157404;2022-10-07 14:15:10
SUL;UNIÃO;Deputado Federal;1;PR;163041876;2022-10-07 14:15:10
SUL;UNIÃO;Deputado Federal;1;RS;172195016;2022-10-07 14:15:10
SUL;UNIÃO;Deputado Federal;1;SC;63517568;2022-10-07 14:15:10
SUL;UNIÃO;Governador;1;SC;4081023;2022-10-07 14:15:10
SUL;UNIÃO;Presidente;1;PR;6566764;2022-10-07 14:15:10
SUL;UNIÃO;Presidente;1;RS;6637752;2022-10-07 14:15:10
SUL;UNIÃO;Presidente;1;SC;4330984;2022-10-07 14:15:10
SUL;UNIÃO;Senador;1;PR;5827174;2022-10-07 14:15:10
SUL;UP;Deputado Federal;1;RS;12299644;2022-10-07 14:15:10
SUL;UP;Deputado Federal;1;SC;3969848;2022-10-07 14:15:10
SUL;UP;Presidente;1;PR;6566764;2022-10-07 14:15:10
SUL;UP;Presidente;1;RS;6637752;2022-10-07 14:15:10
SUL;UP;Presidente;1;SC;4330984;2022-10-07 14:15:10
